LAD_CODE,RESULT
E07000218,"[
  {
    ""latitude"": 52.2453,
    ""longitude"": 0.4077,
    ""name"": ""Newmarket""
  },
  {
    ""latitude"": 52.0829,
    ""longitude"": 0.4356,
    ""name"": ""Haverhill""
  },
  {
    ""latitude"": 52.3417,
    ""longitude"": 0.5139,
    ""name"": ""Mildenhall""
  },
  {
    ""latitude"": 52.45,
    ""longitude"": 0.6167,
    ""name"": ""Brandon""
  },
  {
    ""latitude"": 52.4097,
    ""longitude"": 0.5133,
    ""name"": ""Lakenheath""
  },
  {
    ""latitude"": 52.3083,
    ""longitude"": 0.4917,
    ""name"": ""Red Lodge""
  },
  {
    ""latitude"": 52.25,
    ""longitude"": 0.3833,
    ""name"": ""Exning""
  },
  {
    ""latitude"": 52.25,
    ""longitude"": 0.5833,
    ""name"": ""Barrow""
  },
  {
    ""latitude"": 52.08,
    ""longitude"": 0.58,
    ""name"": ""Clare""
  },
  {
    ""latitude"": 52.1167,
    ""longitude"": 0.4667,
    ""name"": ""Kedington""
  }
]"
E07000234,"[
  {
    ""latitude"": 51.319,
    ""longitude"": -0.5583,
    ""name"": ""Woking""
  },
  {
    ""latitude"": 51.35,
    ""longitude"": -0.4583,
    ""name"": ""Byfleet""
  },
  {
    ""latitude"": 51.3333,
    ""longitude"": -0.4833,
    ""name"": ""West Byfleet""
  },
  {
    ""latitude"": 51.3167,
    ""longitude"": -0.6,
    ""name"": ""Knaphill""
  },
  {
    ""latitude"": 51.3333,
    ""longitude"": -0.5667,
    ""name"": ""Horsell""
  },
  {
    ""latitude"": 51.3167,
    ""longitude"": -0.5833,
    ""name"": ""Goldsworth Park""
  },
  {
    ""latitude"": 51.3167,
    ""longitude"": -0.5,
    ""name"": ""Pyrford""
  },
  {
    ""latitude"": 51.2917,
    ""longitude"": -0.5667,
    ""name"": ""Mayford""
  },
  {
    ""latitude"": 51.3,
    ""longitude"": -0.6333,
    ""name"": ""Brookwood""
  },
  {
    ""latitude"": 51.3,
    ""longitude"": -0.55,
    ""name"": ""Old Woking""
  }
]"
E07000235,"[
  {
    ""latitude"": 51.5847,
    ""longitude"": -2.0997,
    ""name"": ""Malmesbury""
  },
  {
    ""latitude"": 51.4593,
    ""longitude"": -2.1173,
    ""name"": ""Chippenham""
  },
  {
    ""latitude"": 51.5425,
    ""longitude"": -1.9075,
    ""name"": ""Royal Wootton Bassett""
  },
  {
    ""latitude"": 51.6424,
    ""longitude"": -1.8513,
    ""name"": ""Cricklade""
  },
  {
    ""latitude"": 51.5833,
    ""longitude"": -1.8775,
    ""name"": ""Purton""
  },
  {
    ""latitude"": 51.5064,
    ""longitude"": -1.9953,
    ""name"": ""Lyneham""
  },
  {
    ""latitude"": 51.4386,
    ""longitude"": -2.0043,
    ""name"": ""Calne""
  },
  {
    ""latitude"": 51.4311,
    ""longitude"": -2.1891,
    ""name"": ""Corsham""
  },
  {
    ""latitude"": 51.5425,
    ""longitude"": -1.9075,
    ""name"": ""Wootton Bassett""
  },
  {
    ""latitude"": 51.5667,
    ""longitude"": -2.0333,
    ""name"": ""Brinkworth""
  }
]"
E07000236,"[
  {
    ""latitude"": 51.2362,
    ""longitude"": -0.2048,
    ""name"": ""Reigate""
  },
  {
    ""latitude"": 51.2417,
    ""longitude"": -0.1667,
    ""name"": ""Redhill""
  },
  {
    ""latitude"": 51.175,
    ""longitude"": -0.1667,
    ""name"": ""Horley""
  },
  {
    ""latitude"": 51.3222,
    ""longitude"": -0.2,
    ""name"": ""Banstead""
  },
  {
    ""latitude"": 51.2667,
    ""longitude"": -0.15,
    ""name"": ""Merstham""
  },
  {
    ""latitude"": 51.3,
    ""longitude"": -0.2333,
    ""name"": ""Tadworth""
  },
  {
    ""latitude"": 51.2833,
    ""longitude"": -0.2167,
    ""name"": ""Kingswood""
  },
  {
    ""latitude"": 51.3167,
    ""longitude"": -0.2333,
    ""name"": ""Walton-on-the-Hill""
  },
  {
    ""latitude"": 51.3083,
    ""longitude"": -0.1833,
    ""name"": ""Chipstead""
  },
  {
    ""latitude"": 51.2083,
    ""longitude"": -0.1667,
    ""name"": ""Salfords""
  }
]"
E07000237,"[
  {
    ""latitude"": 52.1935,
    ""longitude"": -2.22,
    ""name"": ""Worcester""
  },
  {
    ""latitude"": 52.2667,
    ""longitude"": -2.1518,
    ""name"": ""Droitwich Spa""
  },
  {
    ""latitude"": 52.0909,
    ""longitude"": -1.9465,
    ""name"": ""Evesham""
  },
  {
    ""latitude"": 52.1114,
    ""longitude"": -2.0756,
    ""name"": ""Pershore""
  },
  {
    ""latitude"": 52.1113,
    ""longitude"": -2.3262,
    ""name"": ""Malvern""
  },
  {
    ""latitude"": 52.3119,
    ""longitude"": -2.5965,
    ""name"": ""Tenbury Wells""
  },
  {
    ""latitude"": 52.0614,
    ""longitude"": -2.2156,
    ""name"": ""Upton upon Severn""
  },
  {
    ""latitude"": 52.15,
    ""longitude"": -2.2167,
    ""name"": ""Kempsey""
  },
  {
    ""latitude"": 52.0351,
    ""longitude"": -1.8542,
    ""name"": ""Broadway""
  },
  {
    ""latitude"": 52.2167,
    ""longitude"": -2.1833,
    ""name"": ""Fernhill Heath""
  }
]"
E07000238,"[
  {
    ""latitude"": 51.411,
    ""longitude"": -0.8336,
    ""name"": ""Wokingham""
  },
  {
    ""latitude"": 51.4412,
    ""longitude"": -0.9345,
    ""name"": ""Earley""
  },
  {
    ""latitude"": 51.4519,
    ""longitude"": -0.9019,
    ""name"": ""Woodley""
  },
  {
    ""latitude"": 51.4167,
    ""longitude"": -0.95,
    ""name"": ""Shinfield""
  },
  {
    ""latitude"": 51.4333,
    ""longitude"": -0.8833,
    ""name"": ""Winnersh""
  },
  {
    ""latitude"": 51.3667,
    ""longitude"": -0.8667,
    ""name"": ""Finchampstead""
  },
  {
    ""latitude"": 51.3833,
    ""longitude"": -0.9167,
    ""name"": ""Arborfield""
  },
  {
    ""latitude"": 51.4667,
    ""longitude"": -0.8667,
    ""name"": ""Twyford""
  },
  {
    ""latitude"": 51.4667,
    ""longitude"": -0.9167,
    ""name"": ""Sonning""
  },
  {
    ""latitude"": 51.3667,
    ""longitude"": -0.9667,
    ""name"": ""Swallowfield""
  }
]"
E07000239,"[
  {
    ""latitude"": 50.9275,
    ""longitude"": -1.7933,
    ""name"": ""Fordingbridge""
  },
  {
    ""latitude"": 50.8417,
    ""longitude"": -1.7917,
    ""name"": ""Ringwood""
  },
  {
    ""latitude"": 50.7558,
    ""longitude"": -1.5452,
    ""name"": ""Lymington""
  },
  {
    ""latitude"": 50.7533,
    ""longitude"": -1.6566,
    ""name"": ""New Milton""
  },
  {
    ""latitude"": 50.92,
    ""longitude"": -1.489,
    ""name"": ""Totton""
  },
  {
    ""latitude"": 50.869,
    ""longitude"": -1.403,
    ""name"": ""Hythe""
  },
  {
    ""latitude"": 50.8719,
    ""longitude"": -1.5758,
    ""name"": ""Lyndhurst""
  },
  {
    ""latitude"": 50.8225,
    ""longitude"": -1.5741,
    ""name"": ""Brockenhurst""
  },
  {
    ""latitude"": 50.7261,
    ""longitude"": -1.5865,
    ""name"": ""Milford on Sea""
  },
  {
    ""latitude"": 50.8911,
    ""longitude"": -1.4652,
    ""name"": ""Marchwood""
  }
]"
E07000240,"[
  {
    ""latitude"": 51.7567,
    ""longitude"": -0.3368,
    ""name"": ""St Albans""
  },
  {
    ""latitude"": 51.8177,
    ""longitude"": -0.3573,
    ""name"": ""Harpenden""
  },
  {
    ""latitude"": 51.7236,
    ""longitude"": -0.2754,
    ""name"": ""London Colney""
  },
  {
    ""latitude"": 51.8119,
    ""longitude"": -0.2867,
    ""name"": ""Wheathampstead""
  },
  {
    ""latitude"": 51.7986,
    ""longitude"": -0.4026,
    ""name"": ""Redbourn""
  },
  {
    ""latitude"": 51.7764,
    ""longitude"": -0.3106,
    ""name"": ""Sandridge""
  },
  {
    ""latitude"": 51.7394,
    ""longitude"": -0.2569,
    ""name"": ""Colney Heath""
  },
  {
    ""latitude"": 51.7319,
    ""longitude"": -0.3486,
    ""name"": ""Chiswell Green""
  },
  {
    ""latitude"": 51.7208,
    ""longitude"": -0.3367,
    ""name"": ""Park Street""
  },
  {
    ""latitude"": 51.7097,
    ""longitude"": -0.3628,
    ""name"": ""Bricket Wood""
  }
]"
E07000241,"[
  {
    ""latitude"": 52.3023,
    ""longitude"": -0.6933,
    ""name"": ""Wellingborough""
  },
  {
    ""latitude"": 52.2891,
    ""longitude"": -0.5997,
    ""name"": ""Rushden""
  },
  {
    ""latitude"": 52.3039,
    ""longitude"": -0.5939,
    ""name"": ""Higham Ferrers""
  },
  {
    ""latitude"": 52.3264,
    ""longitude"": -0.6128,
    ""name"": ""Irthlingborough""
  },
  {
    ""latitude"": 52.3367,
    ""longitude"": -0.6631,
    ""name"": ""Finedon""
  },
  {
    ""latitude"": 52.25,
    ""longitude"": -0.6667,
    ""name"": ""Wollaston""
  },
  {
    ""latitude"": 52.2667,
    ""longitude"": -0.75,
    ""name"": ""Earls Barton""
  },
  {
    ""latitude"": 52.2667,
    ""longitude"": -0.6333,
    ""name"": ""Irchester""
  },
  {
    ""latitude"": 52.3333,
    ""longitude"": -0.5333,
    ""name"": ""Raunds""
  },
  {
    ""latitude"": 52.2833,
    ""longitude"": -0.7,
    ""name"": ""Great Doddington""
  }
]"
E07000242,"[
  {
    ""latitude"": 51.1295,
    ""longitude"": -0.0142,
    ""name"": ""East Grinstead""
  },
  {
    ""latitude"": 50.9997,
    ""longitude"": -0.1053,
    ""name"": ""Haywards Heath""
  },
  {
    ""latitude"": 50.9536,
    ""longitude"": -0.1292,
    ""name"": ""Burgess Hill""
  },
  {
    ""latitude"": 50.9294,
    ""longitude"": -0.1711,
    ""name"": ""Hurstpierpoint""
  },
  {
    ""latitude"": 50.9242,
    ""longitude"": -0.1456,
    ""name"": ""Hassocks""
  },
  {
    ""latitude"": 51.0167,
    ""longitude"": -0.0833,
    ""name"": ""Lindfield""
  },
  {
    ""latitude"": 51.0069,
    ""longitude"": -0.1417,
    ""name"": ""Cuckfield""
  },
  {
    ""latitude"": 51.0542,
    ""longitude"": -0.1375,
    ""name"": ""Balcombe""
  },
  {
    ""latitude"": 51.0333,
    ""longitude"": -0.0833,
    ""name"": ""Ardingly""
  },
  {
    ""latitude"": 50.9667,
    ""longitude"": -0.2,
    ""name"": ""Bolney""
  }
]"
E07000243,"[
  {
    ""latitude"": 51.9038,
    ""longitude"": -0.2026,
    ""name"": ""Stevenage""
  },
  {
    ""latitude"": 51.9138,
    ""longitude"": -0.1826,
    ""name"": ""Pin Green""
  },
  {
    ""latitude"": 51.9038,
    ""longitude"": -0.2126,
    ""name"": ""Bedwell""
  },
  {
    ""latitude"": 51.8938,
    ""longitude"": -0.1726,
    ""name"": ""Shephall""
  },
  {
    ""latitude"": 51.8938,
    ""longitude"": -0.2026,
    ""name"": ""Broadwater""
  },
  {
    ""latitude"": 51.9138,
    ""longitude"": -0.1926,
    ""name"": ""St Nicholas""
  },
  {
    ""latitude"": 51.9138,
    ""longitude"": -0.2026,
    ""name"": ""Old Town""
  },
  {
    ""latitude"": 51.9038,
    ""longitude"": -0.1626,
    ""name"": ""Chells""
  },
  {
    ""latitude"": 51.9138,
    ""longitude"": -0.2126,
    ""name"": ""Symonds Green""
  },
  {
    ""latitude"": 51.8938,
    ""longitude"": -0.1826,
    ""name"": ""Manor""
  }
]"
E07000244,"[
  {
    ""latitude"": 51.1295,
    ""longitude"": -0.0142,
    ""name"": ""East Grinstead""
  },
  {
    ""latitude"": 50.9997,
    ""longitude"": -0.1053,
    ""name"": ""Haywards Heath""
  },
  {
    ""latitude"": 50.9536,
    ""longitude"": -0.1292,
    ""name"": ""Burgess Hill""
  },
  {
    ""latitude"": 50.9294,
    ""longitude"": -0.1711,
    ""name"": ""Hurstpierpoint""
  },
  {
    ""latitude"": 50.9242,
    ""longitude"": -0.1456,
    ""name"": ""Hassocks""
  },
  {
    ""latitude"": 51.0167,
    ""longitude"": -0.0833,
    ""name"": ""Lindfield""
  },
  {
    ""latitude"": 51.0083,
    ""longitude"": -0.1417,
    ""name"": ""Cuckfield""
  },
  {
    ""latitude"": 51.0542,
    ""longitude"": -0.1375,
    ""name"": ""Balcombe""
  },
  {
    ""latitude"": 51.0333,
    ""longitude"": -0.0833,
    ""name"": ""Ardingly""
  },
  {
    ""latitude"": 50.9667,
    ""longitude"": -0.2,
    ""name"": ""Bolney""
  }
]"
E06000023,"[
  {
    ""latitude"": 51.4545,
    ""longitude"": -2.5879,
    ""name"": ""Bristol""
  },
  {
    ""latitude"": 51.4639,
    ""longitude"": -2.6107,
    ""name"": ""Clifton""
  },
  {
    ""latitude"": 51.4709,
    ""longitude"": -2.5992,
    ""name"": ""Redland""
  },
  {
    ""latitude"": 51.4407,
    ""longitude"": -2.6012,
    ""name"": ""Bedminster""
  },
  {
    ""latitude"": 51.4639,
    ""longitude"": -2.5631,
    ""name"": ""Easton""
  },
  {
    ""latitude"": 51.4428,
    ""longitude"": -2.6079,
    ""name"": ""Southville""
  },
  {
    ""latitude"": 51.4747,
    ""longitude"": -2.5932,
    ""name"": ""Bishopston""
  },
  {
    ""latitude"": 51.4646,
    ""longitude"": -2.5839,
    ""name"": ""St Pauls""
  },
  {
    ""latitude"": 51.4861,
    ""longitude"": -2.5839,
    ""name"": ""Horfield""
  },
  {
    ""latitude"": 51.4747,
    ""longitude"": -2.6294,
    ""name"": ""Stoke Bishop""
  }
]"
E06000024,"[
  {
    ""latitude"": 51.5762,
    ""longitude"": -2.1136,
    ""name"": ""North Wiltshire""
  },
  {
    ""latitude"": 51.4593,
    ""longitude"": -2.1173,
    ""name"": ""Chippenham""
  },
  {
    ""latitude"": 51.4386,
    ""longitude"": -2.0043,
    ""name"": ""Calne""
  },
  {
    ""latitude"": 51.4307,
    ""longitude"": -2.1891,
    ""name"": ""Corsham""
  },
  {
    ""latitude"": 51.3733,
    ""longitude"": -2.1378,
    ""name"": ""Melksham""
  },
  {
    ""latitude"": 51.353,
    ""longitude"": -1.9945,
    ""name"": ""Devizes""
  },
  {
    ""latitude"": 51.3462,
    ""longitude"": -2.2505,
    ""name"": ""Bradford-on-Avon""
  },
  {
    ""latitude"": 51.3187,
    ""longitude"": -2.2088,
    ""name"": ""Trowbridge""
  },
  {
    ""latitude"": 51.2607,
    ""longitude"": -2.1977,
    ""name"": ""Westbury""
  },
  {
    ""latitude"": 51.2055,
    ""longitude"": -2.1775,
    ""name"": ""Warminster""
  }
]"
E06000025,"[
  {
    ""latitude"": 51.5333,
    ""longitude"": -2.4833,
    ""name"": ""South Gloucestershire""
  },
  {
    ""latitude"": 51.5414,
    ""longitude"": -2.5487,
    ""name"": ""Bradley Stoke""
  },
  {
    ""latitude"": 51.5414,
    ""longitude"": -2.4142,
    ""name"": ""Yate""
  },
  {
    ""latitude"": 51.6092,
    ""longitude"": -2.5196,
    ""name"": ""Thornbury""
  },
  {
    ""latitude"": 51.5067,
    ""longitude"": -2.575,
    ""name"": ""Filton""
  },
  {
    ""latitude"": 51.5333,
    ""longitude"": -2.5833,
    ""name"": ""Patchway""
  },
  {
    ""latitude"": 51.4635,
    ""longitude"": -2.5018,
    ""name"": ""Kingswood""
  },
  {
    ""latitude"": 51.4897,
    ""longitude"": -2.4769,
    ""name"": ""Emersons Green""
  },
  {
    ""latitude"": 51.5411,
    ""longitude"": -2.3954,
    ""name"": ""Chipping Sodbury""
  },
  {
    ""latitude"": 51.5217,
    ""longitude"": -2.5087,
    ""name"": ""Winterbourne""
  }
]"
E06000026,"[
  {
    ""latitude"": 50.3755,
    ""longitude"": -4.1426,
    ""name"": ""Plymouth""
  },
  {
    ""latitude"": 50.3772,
    ""longitude"": -4.1683,
    ""name"": ""Devonport""
  },
  {
    ""latitude"": 50.3875,
    ""longitude"": -4.0583,
    ""name"": ""Plympton""
  },
  {
    ""latitude"": 50.3594,
    ""longitude"": -4.0861,
    ""name"": ""Plymstock""
  },
  {
    ""latitude"": 50.3831,
    ""longitude"": -4.1308,
    ""name"": ""Mutley""
  },
  {
    ""latitude"": 50.3789,
    ""longitude"": -4.1553,
    ""name"": ""Stoke""
  },
  {
    ""latitude"": 50.4167,
    ""longitude"": -4.1167,
    ""name"": ""Derriford""
  },
  {
    ""latitude"": 50.4,
    ""longitude"": -4.1333,
    ""name"": ""Crownhill""
  },
  {
    ""latitude"": 50.3833,
    ""longitude"": -4.1,
    ""name"": ""Efford""
  },
  {
    ""latitude"": 50.4167,
    ""longitude"": -4.1333,
    ""name"": ""Southway""
  }
]"
E06000027,"[
  {
    ""latitude"": 50.4619,
    ""longitude"": -3.5339,
    ""name"": ""Torbay""
  },
  {
    ""latitude"": 50.4625,
    ""longitude"": -3.5284,
    ""name"": ""Torquay""
  },
  {
    ""latitude"": 50.4352,
    ""longitude"": -3.568,
    ""name"": ""Paignton""
  },
  {
    ""latitude"": 50.3947,
    ""longitude"": -3.5125,
    ""name"": ""Brixham""
  },
  {
    ""latitude"": 50.4435,
    ""longitude"": -3.5593,
    ""name"": ""Preston""
  },
  {
    ""latitude"": 50.425,
    ""longitude"": -3.565,
    ""name"": ""Goodrington""
  },
  {
    ""latitude"": 50.405,
    ""longitude"": -3.545,
    ""name"": ""Churston""
  },
  {
    ""latitude"": 50.458,
    ""longitude"": -3.55,
    ""name"": ""Cockington""
  },
  {
    ""latitude"": 50.48,
    ""longitude"": -3.51,
    ""name"": ""St Marychurch""
  },
  {
    ""latitude"": 50.475,
    ""longitude"": -3.515,
    ""name"": ""Babbacombe""
  }
]"
E06000030,"[
  {
    ""latitude"": 51.5556,
    ""longitude"": -1.7797,
    ""name"": ""Swindon""
  },
  {
    ""latitude"": 51.6333,
    ""longitude"": -1.7083,
    ""name"": ""Highworth""
  },
  {
    ""latitude"": 51.5119,
    ""longitude"": -1.8039,
    ""name"": ""Wroughton""
  },
  {
    ""latitude"": 51.5425,
    ""longitude"": -1.9067,
    ""name"": ""Royal Wootton Bassett""
  },
  {
    ""latitude"": 51.5833,
    ""longitude"": -1.7667,
    ""name"": ""Stratton St Margaret""
  },
  {
    ""latitude"": 51.6,
    ""longitude"": -1.8,
    ""name"": ""Blunsdon""
  },
  {
    ""latitude"": 51.4833,
    ""longitude"": -1.7333,
    ""name"": ""Chiseldon""
  },
  {
    ""latitude"": 51.5667,
    ""longitude"": -1.8667,
    ""name"": ""Lydiard Millicent""
  },
  {
    ""latitude"": 51.5833,
    ""longitude"": -1.7333,
    ""name"": ""South Marston""
  },
  {
    ""latitude"": 51.5,
    ""longitude"": -1.7,
    ""name"": ""Liddington""
  }
]"
E06000031,"[
  {
    ""latitude"": 52.5695,
    ""longitude"": -0.2405,
    ""name"": ""Peterborough""
  },
  {
    ""latitude"": 52.5917,
    ""longitude"": -0.2833,
    ""name"": ""Bretton""
  },
  {
    ""latitude"": 52.5417,
    ""longitude"": -0.2833,
    ""name"": ""Orton Longueville""
  },
  {
    ""latitude"": 52.6083,
    ""longitude"": -0.2667,
    ""name"": ""Werrington""
  },
  {
    ""latitude"": 52.5333,
    ""longitude"": -0.25,
    ""name"": ""Hampton""
  },
  {
    ""latitude"": 52.5917,
    ""longitude"": -0.2333,
    ""name"": ""Dogsthorpe""
  },
  {
    ""latitude"": 52.5583,
    ""longitude"": -0.2,
    ""name"": ""Stanground""
  },
  {
    ""latitude"": 52.6,
    ""longitude"": -0.25,
    ""name"": ""Paston""
  },
  {
    ""latitude"": 52.6083,
    ""longitude"": -0.1833,
    ""name"": ""Eye""
  },
  {
    ""latitude"": 52.6333,
    ""longitude"": -0.3,
    ""name"": ""Glinton""
  }
]"
E06000032,"[
  {
    ""latitude"": 51.8787,
    ""longitude"": -0.4177,
    ""name"": ""Luton""
  },
  {
    ""latitude"": 51.882,
    ""longitude"": -0.435,
    ""name"": ""Bury Park""
  },
  {
    ""latitude"": 51.9,
    ""longitude"": -0.46,
    ""name"": ""Leagrave""
  },
  {
    ""latitude"": 51.89,
    ""longitude"": -0.39,
    ""name"": ""Stopsley""
  },
  {
    ""latitude"": 51.875,
    ""longitude"": -0.37,
    ""name"": ""Wigmore""
  },
  {
    ""latitude"": 51.91,
    ""longitude"": -0.41,
    ""name"": ""Bramingham""
  },
  {
    ""latitude"": 51.905,
    ""longitude"": -0.43,
    ""name"": ""Limbury""
  },
  {
    ""latitude"": 51.885,
    ""longitude"": -0.44,
    ""name"": ""Biscot""
  },
  {
    ""latitude"": 51.865,
    ""longitude"": -0.42,
    ""name"": ""Farley Hill""
  },
  {
    ""latitude"": 51.915,
    ""longitude"": -0.45,
    ""name"": ""Sundon Park""
  }
]"
E06000033,"[
  {
    ""latitude"": 53.6472,
    ""longitude"": -3.0076,
    ""name"": ""Southport""
  },
  {
    ""latitude"": 53.5559,
    ""longitude"": -3.0929,
    ""name"": ""Formby""
  },
  {
    ""latitude"": 53.4472,
    ""longitude"": -2.9917,
    ""name"": ""Bootle""
  },
  {
    ""latitude"": 53.4766,
    ""longitude"": -3.0356,
    ""name"": ""Crosby""
  },
  {
    ""latitude"": 53.5081,
    ""longitude"": -2.9408,
    ""name"": ""Maghull""
  },
  {
    ""latitude"": 53.4647,
    ""longitude"": -2.9992,
    ""name"": ""Litherland""
  },
  {
    ""latitude"": 53.4647,
    ""longitude"": -3.0261,
    ""name"": ""Waterloo""
  },
  {
    ""latitude"": 53.6281,
    ""longitude"": -3.0142,
    ""name"": ""Birkdale""
  },
  {
    ""latitude"": 53.6083,
    ""longitude"": -3.0471,
    ""name"": ""Ainsdale""
  },
  {
    ""latitude"": 53.4561,
    ""longitude"": -3.0097,
    ""name"": ""Seaforth""
  }
]"
E06000034,"[
  {
    ""latitude"": 51.4109,
    ""longitude"": -0.8336,
    ""name"": ""Wokingham""
  },
  {
    ""latitude"": 51.4333,
    ""longitude"": -0.9167,
    ""name"": ""Earley""
  },
  {
    ""latitude"": 51.45,
    ""longitude"": -0.8833,
    ""name"": ""Woodley""
  },
  {
    ""latitude"": 51.4,
    ""longitude"": -0.95,
    ""name"": ""Shinfield""
  },
  {
    ""latitude"": 51.4333,
    ""longitude"": -0.8667,
    ""name"": ""Winnersh""
  },
  {
    ""latitude"": 51.3667,
    ""longitude"": -0.8667,
    ""name"": ""Finchampstead""
  },
  {
    ""latitude"": 51.3833,
    ""longitude"": -0.9167,
    ""name"": ""Arborfield""
  },
  {
    ""latitude"": 51.4778,
    ""longitude"": -0.8667,
    ""name"": ""Twyford""
  },
  {
    ""latitude"": 51.4167,
    ""longitude"": -0.9333,
    ""name"": ""Lower Earley""
  },
  {
    ""latitude"": 51.4667,
    ""longitude"": -0.9,
    ""name"": ""Sonning""
  }
]"
E06000035,"[
  {
    ""latitude"": 51.3891,
    ""longitude"": 0.5418,
    ""name"": ""Medway""
  },
  {
    ""latitude"": 51.3891,
    ""longitude"": 0.5479,
    ""name"": ""Gillingham""
  },
  {
    ""latitude"": 51.3786,
    ""longitude"": 0.5218,
    ""name"": ""Chatham""
  },
  {
    ""latitude"": 51.3871,
    ""longitude"": 0.5067,
    ""name"": ""Rochester""
  },
  {
    ""latitude"": 51.3961,
    ""longitude"": 0.4934,
    ""name"": ""Strood""
  },
  {
    ""latitude"": 51.3667,
    ""longitude"": 0.6107,
    ""name"": ""Rainham""
  },
  {
    ""latitude"": 51.3428,
    ""longitude"": 0.5301,
    ""name"": ""Walderslade""
  },
  {
    ""latitude"": 51.4139,
    ""longitude"": 0.5574,
    ""name"": ""Hoo""
  },
  {
    ""latitude"": 51.3561,
    ""longitude"": 0.5079,
    ""name"": ""Lordswood""
  },
  {
    ""latitude"": 51.4583,
    ""longitude"": 0.4747,
    ""name"": ""Cliffe""
  }
]"
E06000036,"[
  {
    ""latitude"": 51.4154,
    ""longitude"": -0.7478,
    ""name"": ""Bracknell""
  },
  {
    ""latitude"": 51.3673,
    ""longitude"": -0.797,
    ""name"": ""Crowthorne""
  },
  {
    ""latitude"": 51.3387,
    ""longitude"": -0.7784,
    ""name"": ""Sandhurst""
  },
  {
    ""latitude"": 51.4342,
    ""longitude"": -0.7742,
    ""name"": ""Binfield""
  },
  {
    ""latitude"": 51.4425,
    ""longitude"": -0.7553,
    ""name"": ""Warfield""
  },
  {
    ""latitude"": 51.4333,
    ""longitude"": -0.6667,
    ""name"": ""Winkfield""
  },
  {
    ""latitude"": 51.4084,
    ""longitude"": -0.6747,
    ""name"": ""Ascot""
  },
  {
    ""latitude"": 51.4,
    ""longitude"": -0.75,
    ""name"": ""Easthampstead""
  },
  {
    ""latitude"": 51.4167,
    ""longitude"": -0.7333,
    ""name"": ""Harmans Water""
  },
  {
    ""latitude"": 51.3917,
    ""longitude"": -0.7667,
    ""name"": ""Great Hollands""
  }
]"
E07000171,"[
  {
    ""latitude"": 51.2665,
    ""longitude"": -1.0879,
    ""name"": ""Basingstoke""
  },
  {
    ""latitude"": 51.3624,
    ""longitude"": -1.1269,
    ""name"": ""Tadley""
  },
  {
    ""latitude"": 51.2329,
    ""longitude"": -1.3402,
    ""name"": ""Whitchurch""
  },
  {
    ""latitude"": 51.2431,
    ""longitude"": -1.2642,
    ""name"": ""Overton""
  },
  {
    ""latitude"": 51.3167,
    ""longitude"": -1.25,
    ""name"": ""Kingsclere""
  },
  {
    ""latitude"": 51.2333,
    ""longitude"": -1.1833,
    ""name"": ""Oakley""
  },
  {
    ""latitude"": 51.2667,
    ""longitude"": -1.0333,
    ""name"": ""Old Basing""
  },
  {
    ""latitude"": 51.3333,
    ""longitude"": -1.0833,
    ""name"": ""Bramley""
  },
  {
    ""latitude"": 51.35,
    ""longitude"": -1.1,
    ""name"": ""Pamber Heath""
  },
  {
    ""latitude"": 51.2,
    ""longitude"": -1.1833,
    ""name"": ""North Waltham""
  }
]"
E07000172,"[
  {
    ""latitude"": 52.3352,
    ""longitude"": -2.057,
    ""name"": ""Bromsgrove""
  },
  {
    ""latitude"": 52.3982,
    ""longitude"": -2.0126,
    ""name"": ""Rubery""
  },
  {
    ""latitude"": 52.3561,
    ""longitude"": -1.9485,
    ""name"": ""Alvechurch""
  },
  {
    ""latitude"": 52.3647,
    ""longitude"": -2.0634,
    ""name"": ""Catshill""
  },
  {
    ""latitude"": 52.4225,
    ""longitude"": -2.1477,
    ""name"": ""Hagley""
  },
  {
    ""latitude"": 52.3868,
    ""longitude"": -1.8868,
    ""name"": ""Wythall""
  },
  {
    ""latitude"": 52.3647,
    ""longitude"": -1.9827,
    ""name"": ""Barnt Green""
  },
  {
    ""latitude"": 52.3747,
    ""longitude"": -2.0026,
    ""name"": ""Lickey""
  },
  {
    ""latitude"": 52.4008,
    ""longitude"": -2.1169,
    ""name"": ""Belbroughton""
  },
  {
    ""latitude"": 52.4097,
    ""longitude"": -2.1108,
    ""name"": ""Clent""
  }
]"
